State,District,Taluka_Ward,Facility_Name,Doctor_In_Charge,Doctor_Specialization,Total_Beds,Address,Postal_Code,Registration_Year,Status,Source_URL
Maharashtra,Mumbai Suburban / Mumbai City,Bhandup,DR. SHARMILA V HANDE/JADHAV,DR. PRAMOD D THORAWADE,MD MEDICINE,25,POWAI POLYCLINIC AND HOSPITAL OPP IIT MAIN GATE .,400076,2009,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Bhandup,DR. JINESH JAYANT PATANI,DR. JINESH JAYANT PATANI,M.S.OPHTHAL.,2,R.R.REALITY TANK ROAD BHANDUP{W},400078,2006,Payment / Doc received,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Bhandup,DR. NIRAJ . KHANNA,DR. NIRAJ RAKESH KHANNA,MS. GEN,22,VAKRATUNDA PALACE 1st FL TANK RD BHANDUP (W),400078,2009,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Bhandup,MR. V. VIJAYARATHNA . .,Not Listed,.,526,MULUND GOREGAON LINK MULUND GOREGAON LINK ROAD BHANDUP (W),400078,2010,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Bhandup,MR. SATISH S SUVARNA,DR. RUCHIK VIRENDRA THAKKAR,M.S.,1,J.B.D. CHS LTD J M RD BHANDUP,400078,2009,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Bhandup,DR. SACHIN SIDDHRAM KOLHE,Not Listed,M.S. DNB (OPTHALMOLOGY),1,108-109 KAILASH COMPLEX BHANDUP (W),400078,2009,Scheduled fees received,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Bhandup,DR. (MRS.) HARSHILA VIJAY ZALTE,Not Listed,M.B.B.S.,15,ZALTE NIWAS PRATAP NAGAR RD FARID NAGAR,400078,2009,Scheduled fees received,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Bhandup,DR. AARTI C. KHADKA,DR. AARTI C. KHADKA,"MD DGO, PCPS,DFP",10,"101,102 KAILASH COMPLEX, A2 WING LBS RD.",400078,2009,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Bhandup,DR. HEMA P. AMBADAN,DR. . . .,MBBS,1,"GR FL, PHULORA SOC. JAIN MANDIR RD POWAI",400076,2011,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Bhandup,DR. SUHAS SOMANATH UPASANI,SMT. RAJSHREE MARUTI KURATE,A.N.M.(M.H.W.),23,SAISASTHA HEIGHT JAMIL NAGAR BHANDUP(W),400078,2012,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Bhandup,DR. SAMPATH VASU SHETTY,SMT. KAVITA SURENDRA KOTIYAN,BACHLOR OF SCIENCE IN NURSING,7,BHAGYAWAN RESIDENCY DATAR COLONY BHANDUP(E),400042,2012,Scheduled fees received,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Bhandup,DR. SHAILESH CHANDRADEV JOSHI,DR. SHAILESH CHANDRADEV JOSHI,M.S.(ORTO),17,R.R.REALITY TANK ROAD BHANDUP(W),400078,2012,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Bhandup,DR. ANIL  MOHAN,SMT. ANIE  THOMAS,GENERAL NURSING,10,KESHAV SHRTSTHI L.B.S.MARG BHANDUP{W},400078,2012,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Bhandup,DR. SACHIN VINOD SHAH,MS. CHANDRIKA J V,MIDWIFERY,3,SAI SHRADDHA SOC. STN ROAD RELIANCE FRESH -BEHIND,400083,2014,Scheduled fees received,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Bhandup,DR. SACHIN KIRTIKANT AJMERA,DR. SACHIN KIRTIKANT AJMERA,MD DNB MNAMS GYN,15,CLASSIC COMPLEX VIKAS COLLEGE RD KANNAMWAR NGR NO 2,400083,2013,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Bhandup,DR. VIVEK VITHALRAO JADHAV,DR. VIVEK VITHALRAO JADHAV,M.B.B.S.DORC,3,RAJUSADAN L B S MARG BHANDUP (WEST),400078,2014,Scheduled fees received,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Bhandup,DR. ANIL N MALWANKAR,DR. PRADNYA PRAKASH GUJAR,MS,15,CHAWL NO 237 GROUP. NO. 1 TAGORE NAGAR,400083,1998,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Borivali,DR. SURENDRA KEROBA PATIL,DR. MANISHA SURENDER PATIL,BHMS,15,TUIP EKSAR ROAD BORIVALI [W],400092,1993,Payment / Doc received,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Borivali,DR. SUCHETA SUDHIR PADHYE,M/S S R PADHYE,MS,16,B NANDA DHAM L T ROAD BIRIVALI [W],400092,1985,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Borivali,DR. VISHAWNATH SHANKAR LOKARE,MRS. VISHAWANATH SHANKAR LOKARE,MD,10,SWAPNALOK APT NATAKWALA LANE BORIVALI [W],400092,1993,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Borivali,DR. PRABHAT SURESH SHAH,DR. PRABHAT SURESH SHAH,M.S. (SURGEN),15,GAURAV DHROOV SAIBABA NAGAR ROAD BORIVALI (W),400092,2003,Payment / Doc received,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Borivali,DR. SUREKHA HEMANT PARIKH,DR. SUREKHA HEMANT PARIKH,M.S. [OBSG AND GYN],12,MULJINAGAR Bldg.NO 3 SAIBABA MANDIR ROAD BORIVALI(W),400092,1985,Payment / Doc received,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Borivali,DR. BHARATH TRYAMBAK MAHALE,DR. AVADUTH ASHOK PANDIT,MS,10,BUNGLO PLOT RSC/13 BORIVALI [W],400091,2000,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Borivali,DR. MAHESH SONALAL BALDWA,DR. SUSHILA MAHESH BALDWA,M D D G O,15,Sumer Nagar Bldg No S V Road Borivali ( west),400092,1986,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Borivali,DR. SUSHILA MAHESH BALDWA,Not Listed,M D D G O,3,Plot No 3  K-Wing S V Road Borivali,400092,1986,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Borivali,DR. NIMESH PRAFUL MEHTA,DR. ALPA NIMESH MEHTA,MD [ANAESHTHESIOLOGY],4,LAXMI NIWAS MANDPESHWAR ROAD BORIVALI [W],400092,2003,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Borivali,DR. MADHUBHAI B KOTHIA,DR. MADHUBHAI B KOTIA,M.D.,14,LANCELOT APARTMENT S.V. RIOAD BORIVALI WEST,400092,1991,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Borivali,DR. PRAKASH VASUDEV DHOND,DR. PRAKASH VASHUDEV DHOND,MS DORL,3,VIBHAV JAMLII GULLI BORIVALI [W],400092,1989,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Borivali,DR. RAJAT PUNAMSHEND MODY,DR. AASHISH RAJAT MODY,MS,7,SHROFF APT SODAWALA LANE BORIVALI [W],400092,1985,Payment / Doc received,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Borivali,DR. VISHWANATH D.SHETTY  DR. NANDA N.SHETTY,DR. VISHWANATH DUJU SHETTY,MS,16,* SVP ROAD BAORIVAI [W],400067,1993,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Borivali,MRS. SULOCHANA INDRAVADAN GANDHI,DR. ASHISH MANHARLAL PAREKH,MD,5,KANKAI KRUPA CHIKUWADI BORIVALI [W],400092,2003,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Borivali,DR. MILAN MOHAN HINDLEKAR,DR. MILAN M HINDALEKAR,MS  [GEN[,15,SUMICHA S V ROAD BORIVLAI[W,400092,1974,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Borivali,DR. BHARAT S PANDYA,DR. MEENA S,MD  DA,27,RAMA NIWAS SODAWALA  NANE BORIVALI [W],400092,1988,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Borivali,DR. MEENAL JAYESH DHABALIA,DR. MERENAL JAYESH DHABALIA,"M.B.B.S.,DNB, DGO",21,NIRAV BLDG 90 FEET ROAD THAKUR COMPLEX,400101,2000,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Borivali,DR. SANDIP DILIP VYAS,DR. SANDIP DILIP VYAS,M.S (ORTH) D.N.B.,16,HOSPITAL ROAD  NO 8 DAULAT  NAGAR,400066,2000,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Borivali,DR. A N PARELKAR,DR. ANIL NARAYAN PARELKAR,MS   [ORTHO],21,GOMTI APT GR FLOOR MANDPESHWAR ROAD BORIVALI [W],400092,1986,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Borivali,DR. BHARAT MOHANLAL SHAH,DR. BHARAT MOHANLAL SHAH,M.S. GEN SURGEN,8,AMITA APARTMENT 5 KASTURBA ROAD BORIWALI EAST,400066,1985,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Borivali,DR. RAJESH P GHAGARE,MRS. MANISHA A KANGUTKAR,GEN.NURSING AND MIDWIFERY,15,GOYAL TRADE CENTRE SONA TALKIES BLDG BORIVALI[E],400066,2009,Scheduled fees received,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Borivali,DR. SANGEETA VRAJESH SHAH,DR. ARPIT BIPINCHANDRA DOSHI,M.B.B.S.,51,A WING NEAR STANDER CHANDAWARKAR ROAD BORIVALI[W],400092,2007,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Borivali,DR. MANISH HASMUKH SHAH,DR. MANISH HASMUKH SHAH,M.S,15,ANJANA APT S V P ROAD SHIMPOLI   JUNCTION BORIVALI [W],400092,1993,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Borivali,DR. RAJESH MANHARLAL BHATT,Not Listed,"MS,MCH",15,VINI ELEGANCE 4TH FLOOR L T ROAD,400092,2014,Scheduled fees received,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Borivali,DR. SALIL RAGHUBIR AGARWALA,DR. SALIL RAGHUBIR AGARWALA,"MBBS, MS, DOMS, FCPS, DNB.",2,UTKARSH HEIGHT DR. KARODE ROAD BORIVALI(W),400092,2014,Scheduled fees received,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Goregaon,DR. HEMAN SHANTARAM KULKARNI,MR. HEMAN SHANTARAM KULKARNI,"MS(MUM),DNB(IND) IN GEN.SGY",14,"FLAT NO.H-2,G-3,4,5 GROUND FLOOR GEN.A.K.VAIDYA MARG",400063,1995,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Goregaon,DR. SUSHILA MADHUKAR INAMDAR,DR. B M INAMDAR,M D PEL SURG,15,JAWAHAR NAGAR S V ROAD GOREGAON WEST,400062,1981,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Goregaon,DR. PANKAJ JETHALAL SHAH,DR. PANKAJ JETHALAL SHAH,M D,36,"101,102,103, ONYX BL S V ROAD GOREGAON WEST",400104,2004,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Goregaon,MR. DR VITAL VAIKUNTH SHENOY,MR. DR V V SHENOY,M B B S,25,PARAS C H S S V ROAD .,400062,1982,Payment / Doc received,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Goregaon,DR. M L SINGHI,DR. M L SINGHI,M.S.,21,B ASHOK RAJ BLDG 1 FLR GOREGAON WEST,400062,1980,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Goregaon,MR. BHASKAR J BHATT,MR. BHASKAR J BHATT,M D D G O,10,HIRNEN SHOPPING CENT M G ROAD GOREGAON WEST,400062,1983,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Goregaon,MR. SANJAY S KHANDELWAL,Not Listed,M B B S M D,8,"PRARTHANA BLDG A 101 B 101,102 GOREGAON WEST",400090,2002,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Goregaon,DR. SAROJ J BHATT,DR. SAROJ B BHATT,M D D G O,10,HIRNEN SHOPPING CENT M G ROAD GOREGAON WEST,400062,1983,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Goregaon,DR. S N AGARWAL,DR. S N AGARWAL,M S OPTH,4,KRISHNA KUNJ OPP CITI CENTRE GOREGAON WEST,400062,1991,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Goregaon,MR. ARVIND N GHONGANE,MRS. MEENA . GHONGANE,PAED.,13,LINK ROAD CHINCHOLI BANDER MALAD WEST,400064,2003,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Goregaon,DR. ARUNA G TILVE,DR. ARUN G TILVE,M D  D G O,9,MAITHILI C H S BEHIND MASURASHRAM ROAD NO 5,400063,1990,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Goregaon,DR. AJEET JEEVANDHAR JAIN,Not Listed,DOCTOR,15,UNNAT NAGAR OPP ROSARY CHURCH M G ROAD,400062,2005,Payment / Doc received,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Goregaon,DR. MRS SUDHA DAMODAR DATAR,DR. MRS SUDHA DAMODAR DADAR,M D D G O D F P,18,SARTHAK APT. AAREY ROAD GOREGAON EAST,400063,1980,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Goregaon,MR. SUNIL VISHNUPANT KARANDE,DR. SUNIEL VISHNUPANT KARANDE,M D  D M CARDIOLOGIST,20,GREEN LAWN APT OPP SAINT PIUS COLLEGE GOREGAON EAST,400063,2004,Payment / Doc received,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Goregaon,DR. NARESH SURAJMAL CHODHARI,DR. NARESH S. CHOUDHARI,M.S.(OPHTHAL),10,ABOVE I C C I BANK S V ROAD GOREGAON WEST,400062,1983,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Goregaon,DR. ASHWIN VINAYAK SAMANT,DR. ASHWIN VINAK SAMANT,MS DNS D.ORTHO,9,YASHODHAN PLOT NO 5 GOREGAON EAST,400063,1999,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Goregaon,MR. HARADI NAGESH PAI,Not Listed,M S OPTHO D O M S,1,1 FLR S V ROAD GOREGAON WEST,400062,1999,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Goregaon,MR. RAMESH L SINGH,Not Listed,M B B S M S,5,L R PLAZA BLDG D-WING GEN  A K VAIDYA MARG,400063,2007,Scheduled fees received,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Goregaon,DR. JITENDRA KAMTAPRASAD TIWARI,Not Listed,M S,9,PRARTHANA BLDG 1 FLR JUNCTION,400090,2001,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Goregaon,MR. J K TIWARI,DR. JITENDRA K TIWARI,M S,24,1 2 3 TIWARI VILLA ROAD NO 4,400062,1984,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Goregaon,DR. ARUN S CHAUDHARI,DR. ARUN SURESH CHAUDHARI,MS DOMS FCPS,1,PADMAVATI NAGAR GEN A K VAIDYA MARG GOREGAON EAST,400063,2002,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Goregaon,DR. SOMNATH . BAMI,Not Listed,M S ORTHO,12,KUMUD NAGAR GOREGAON WEST .,400104,1990,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Goregaon,DR. MRS.HANSA ANAND NAIK,Not Listed,MD,15,"1/18, JAYKAR SMRUTI AAREY ROAD GOREGAON  [WEST]",400062,1981,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Goregaon,DR. NEELAM O SINGH,DR. NEELAM . SINGH,MD,16,LAXMI PALACE 1st FLOOR S.V.ROAD MALAD [W],400064,1989,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Goregaon,DR. RAMESH DAHYABHAI KAPADIA,Not Listed,MS,5,SUNDER NAGAR S V ROAD GOREGAON  [WEST],400064,1982,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Goregaon,DR. BELA. . PATEL,Not Listed,M B B S,16,MANAVSTHAL A WING II GOKULDHAM GOREGAON EAST,400063,1995,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Goregaon,DR. MUNDHRA DEENBANDHU BHANWARLAL,Not Listed,M B B C M D PAED,21,"FLAT NO 101,102,103, 104 K WING 1 FLR PHASE II",400063,2007,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Goregaon,DR. SUSHIL K SABNIS,DR. SUSHIL . SABNIS,M S ORTHO D ORTHO,10,NIWARA AAREY ROAD OPP PRESIDENT CHEMIST,400063,1986,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Goregaon,MRS. BHARTIBEN LILADHAR BHANUSHALI,Not Listed,M D,16,GROUND FLR JAWAHAR NAGAR GOREGAON WEST,400062,1995,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Goregaon,DR. ROHINI S BADWE,Not Listed,M D D A,17,JAYKAR SMRUTI AAREY ROAD GOREGAON WEST,400062,1993,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Goregaon,DR. RAJAN NALIN MODI,DR. R N MODI,MS,30,ALANKAR SOCIETY M.G.ROAD GOREGAON [W],400062,1988,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Goregaon,MR. VIPUL VINAYAK SITUT,Not Listed,M B B S M C P S MS  D ORTHO,9,AALAY APRT GOGATE WADI ROAD GOREGAON EAST,400063,2001,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Goregaon,DR. SUNIL SUMANT CHAWAN,DR. . . .,M.B.M.S,30,SHREE SAI CLINIC PADMAVATI BLDG. S.V.RD.,400062,1999,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Goregaon,MR. SURINDER U DANG,MRS. MEENKASHI PRASAD GIJARE,BSC/MSC,75,SIDDHACHAL ARCADE CTS NO-1084 C &amp;amp; 1186 A MALAD [W],400064,2015,Scheduled fees received,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Goregaon,DR. ABHAY S VISPUTE,MRS. SHINI . THOMAS,GNM,80,"KAMLA CHARAN BLDG ABOVE VIJAYA BANK ROAD NO-2, JAWAHAR NAG GOREGAON [W]",400062,2015,Scheduled fees received,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Goregaon,DR. ANIRUDDH P AMBEKAR,DR. ANIRUDDH P AMBEKAR,MBBS D-ORTHO,50,LIFELLINE MEDICARE HOSPITAL PVT LTD S.V.ROAD GOREGAON [W],400062,2014,Scheduled fees received,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Matunga,DR. SHILPA SUHAS ABHYANKAR,Not Listed,M.D,4,"159, GANESH PRASAD DR PARCHURE&amp;amp;amp;#39;S NURSING HOME HINDU COLONY",400014,1989,Payment / Doc received,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
Maharashtra,Mumbai Suburban / Mumbai City,Matunga,MR. MADHU DILIP LAD,DR. MADHU DILIP LAD,MBBS DGO DFP,35,DR LAD SAI HOSPITAL BEHIND DOSTI ESTATE WADALA (E),400037,1995,Approved By AHO/Commitee,https://raw.githubusercontent.com/mickeykedia/Mumbai-Data/master/nursing_home_licenses_mcgm.csv
